Name,Religious Affiliation,Percent Admitted,Tuition,State,Region,Type,Urbanization,Enrollment,Percent American Indian,Percent Asian,Percent African American,Percent Hispanic,Percent Pacific Islander,Percent White,Percent Other Ethnicity,Percent Non Resident Alien,Graduation Rate,Percent Receiving Financial Aid,Percent Receiving Student Loan
Edward Waters College,Yes,27,11525,Florida,Southeast,Private,City,862,0,0,92,2,0,3,1,0,1,97,70
Paul Quinn College,Yes,99,13525,Texas,Southwest,Private,City,243,0,0,87,11,0,1,0,1,1,71,62
Allen University,Yes,,11940,South Carolina,Southeast,Private,City,651,0,0,100,0,0,0,0,0,11,93,87
Wilberforce University,Yes,58,15140,Ohio,Great Lakes,Private,Rural,463,1,0,91,0,0,3,3,1,39,100,100
Livingstone College,Yes,71,16024,North Carolina,Southeast,Private,Suburb,1175,1,0,91,1,0,0,7,0,11,98,91
Ottawa University-Phoenix,Yes,,,Arizona,Southwest,Private,City,345,1,1,9,11,0,43,35,0,,,
Ottawa University-Kansas City,Yes,,,Kansas,Plains,Private,City,292,1,3,8,3,0,79,6,0,,,
University of Sioux Falls,Yes,97,24550,South Dakota,Plains,Private,City,1100,0,1,3,2,0,89,1,1,35,100,85
Franklin College,Yes,60,27695,Indiana,Great Lakes,Private,Suburb,1014,0,0,4,1,0,84,5,1,53,100,80
Ottawa University-Milwaukee,Yes,,,Wisconsin,Great Lakes,Private,Suburb,289,1,3,11,4,0,35,45,0,,,
Eastern University,Yes,64,28090,Pennsylvania,Mid East,Private,Suburb,2541,0,2,26,11,0,50,8,3,49,100,80
Linfield College-McMinnville Campus,Yes,92,36310,Oregon,Far West,Private,Town,1671,1,6,2,9,1,63,4,5,59,99,67
Ottawa University-Ottawa,Yes,99,23964,Kansas,Plains,Private,Town,538,5,1,11,6,0,66,12,0,22,100,79
Ottawa University-Online,Yes,,,Kansas,Plains,Private,Town,383,8,3,14,5,0,61,10,0,,,
Alderson Broaddus University,Yes,43,22740,West Virginia,Southeast,Private,Town,1052,1,2,15,4,0,75,0,3,35,100,85
Bacone College,Yes,72,14050,Oklahoma,Southwest,Private,Town,965,26,3,30,8,1,19,11,0,0,88,83
Texas Lutheran University,Yes,51,25890,Texas,Southwest,Private,Town,1329,0,1,8,30,0,57,3,0,31,100,75
North Central University,Yes,95,19996,Minnesota,Plains,Private,City,1301,0,1,3,5,0,71,15,1,17,100,95
American Indian College of the Assemblies of God Inc,Yes,,12000,Arizona,Southwest,Private,City,79,56,0,11,19,6,8,0,0,25,100,75
Vanguard University of Southern California,Yes,70,29250,California,Far West,Private,City,2135,0,5,4,33,1,48,3,1,47,99,73
Evangel University,Yes,64,20040,Missouri,Plains,Private,City,2077,1,1,4,5,0,71,13,1,35,98,97
Southeastern University,Yes,59,19986,Florida,Southeast,Private,City,3083,0,1,13,15,0,62,6,1,24,97,72
Northwest University,Yes,97,25934,Washington,Far West,Private,Suburb,1438,1,6,3,8,1,72,4,3,37,99,94
Valley Forge Christian College,Yes,66,19394,Pennsylvania,Mid East,Private,Suburb,964,0,1,11,10,0,55,21,0,31,98,87
Southwestern Assemblies of God University,Yes,35,17830,Texas,Southwest,Private,Suburb,1700,2,1,10,19,0,65,1,0,14,99,75
Shaw University,Yes,54,16480,North Carolina,Southeast,Private,City,1923,0,0,70,1,1,1,26,1,16,98,95
Dallas Baptist University,Yes,42,22350,Texas,Southwest,Private,City,3435,1,2,21,10,0,56,0,10,43,95,57
Corban University,Yes,32,27431,Oregon,Far West,Private,City,936,1,2,1,4,1,68,6,12,46,100,72
Judson University,Yes,71,27530,Illinois,Great Lakes,Private,City,1066,0,2,7,10,0,59,16,4,32,100,85
Arkansas Baptist College,Yes,,8040,Arkansas,Southeast,Private,City,1027,0,0,92,0,0,7,0,0,4,88,73
Benedict College,Yes,,18254,South Carolina,Southeast,Private,City,2512,0,0,99,0,0,0,0,0,14,98,90
Virginia Union University,Yes,58,15130,Virginia,Southeast,Private,City,1359,0,0,95,1,0,1,1,1,22,99,86
Baylor University,Yes,57,35972,Texas,Southwest,Private,City,13292,0,6,7,13,0,65,1,4,57,96,49
Hardin-Simmons University,Yes,38,23460,Texas,Southwest,Private,City,1772,0,3,6,14,0,70,3,2,34,98,70
Central Baptist College,Yes,54,13350,Arkansas,Southeast,Private,City,827,1,0,21,2,0,72,0,3,19,99,68
Shorter University,Yes,68,19670,Georgia,Southeast,Private,City,1544,0,1,16,4,0,51,24,3,33,99,66
William Carey University,Yes,49,10800,Mississippi,Southeast,Private,City,2257,0,3,27,2,0,64,1,3,46,92,77
Anderson University,Yes,65,22790,South Carolina,Southeast,Private,City,2652,1,1,10,3,0,77,8,0,36,100,64
Charleston Southern University,Yes,69,22090,South Carolina,Southeast,Private,City,2912,1,1,30,3,0,59,3,1,23,100,78
Morris College,Yes,,11087,South Carolina,Southeast,Private,City,824,0,0,97,1,0,0,0,0,14,99,94
Virginia Intermont College,Yes,96,24642,Virginia,Southeast,Private,City,378,1,1,10,3,0,78,4,3,32,90,71
Brewton-Parker College,Yes,51,13560,Georgia,Southeast,Private,Rural,693,0,1,24,3,0,53,16,2,10,100,81
Mid-Continent University,Yes,70,8673,Kentucky,Southeast,Private,Rural,2154,0,0,14,2,0,79,2,1,5,95,84
Northland International University,Yes,,13380,Wisconsin,Great Lakes,Private,Rural,261,0,1,2,1,2,65,26,2,35,100,67
Judson College,Yes,74,15630,Alabama,Southeast,Private,Rural,347,0,1,14,1,0,80,2,1,38,100,83
Bethel University,Yes,95,31760,Minnesota,Plains,Private,Suburb,3280,0,3,6,2,0,82,4,1,63,100,70
Missouri Baptist University,Yes,61,21790,Missouri,Plains,Private,Suburb,3950,0,1,6,2,0,68,21,1,27,100,78
Samford University,Yes,77,26328,Alabama,Southeast,Private,Suburb,3013,0,2,7,5,0,81,1,4,49,98,40
Florida Memorial University,Yes,42,14776,Florida,Southeast,Private,Suburb,1517,0,0,74,5,0,0,10,10,23,90,78
Carson-Newman University,Yes,67,23696,Tennessee,Southeast,Private,Suburb,1713,0,1,8,1,0,79,4,5,37,100,71
University of Mary Hardin-Baylor,Yes,85,25200,Texas,Southwest,Private,Suburb,3063,1,2,13,16,0,59,1,6,28,96,74
Oakland City University,Yes,73,19200,Indiana,Great Lakes,Private,Town,2311,0,0,2,2,0,88,4,2,41,100,62
Keuka College,Yes,88,27465,New York,Mid East,Private,Town,1830,1,1,8,3,0,76,7,4,36,100,93
Oklahoma Baptist University,Yes,56,21842,Oklahoma,Southwest,Private,Town,2019,5,1,5,5,0,69,5,4,47,99,59
East Texas Baptist University,Yes,74,22590,Texas,Southwest,Private,Town,1196,1,0,19,11,0,63,1,1,24,100,81
Cedarville University,Yes,74,26420,Ohio,Great Lakes,Private,Town,3238,0,2,2,2,0,86,5,1,61,97,54
Maranatha Baptist University,Yes,71,13120,Wisconsin,Great Lakes,Private,Town,946,0,1,1,2,0,69,23,1,28,81,79
Georgetown College,Yes,82,32310,Kentucky,Southeast,Private,Town,1043,0,1,9,3,0,78,6,2,49,98,73
Campbell University,Yes,70,26240,North Carolina,Southeast,Private,Town,4465,1,3,15,5,0,59,14,2,39,100,90
University of the Cumberlands,Yes,71,20000,Kentucky,Southeast,Private,Town,2096,0,1,5,1,0,83,8,2,24,100,79
Averett University,Yes,63,27500,Virginia,Southeast,Private,Town,877,1,1,24,3,0,63,0,7,18,100,88
Bluefield College,Yes,57,22390,Virginia,Southeast,Private,Town,837,0,0,22,3,0,67,2,2,38,100,85
Averett University-Non-Traditional Programs,Yes,,,Virginia,Southeast,Private,Town,790,0,1,14,1,0,17,67,0,,,
Howard Payne University,Yes,54,23200,Texas,Southwest,Private,Town,1100,0,0,9,19,0,67,1,0,30,99,74
Grace College and Theological Seminary,Yes,79,23970,Indiana,Great Lakes,Private,Town,1615,0,1,4,2,0,67,19,3,54,100,74
Ashland University,Yes,74,29836,Ohio,Great Lakes,Private,Town,3198,0,1,13,2,0,79,1,4,42,97,75
Simpson University,Yes,55,23300,California,Far West,Private,City,1024,3,7,3,12,0,64,11,0,38,100,98
Crown College,Yes,55,22430,Minnesota,Plains,Private,Rural,1139,1,6,7,4,0,77,1,3,36,96,63
Toccoa Falls College,Yes,49,19000,Georgia,Southeast,Private,Rural,870,1,8,6,2,0,81,0,1,35,100,75
Nyack College,Yes,97,23250,New York,Mid East,Private,Suburb,1831,0,12,32,26,0,20,2,5,24,100,89
Transylvania University,Yes,96,31560,Kentucky,Southeast,Private,City,1082,0,2,3,3,0,83,4,2,67,100,62
Texas Christian University,Yes,47,36590,Texas,Southwest,Private,City,8640,1,2,5,10,0,73,3,5,59,75,31
Chapman University,Yes,45,43573,California,Far West,Private,City,6005,0,11,2,14,0,57,5,6,59,87,75
Northwest Christian University,Yes,70,24930,Oregon,Far West,Private,City,484,2,3,2,8,0,82,2,0,42,100,88
Columbia College,Yes,,7115,Missouri,Plains,Private,City,15998,1,1,23,7,0,57,7,1,26,84,64
Lynchburg College,Yes,64,33565,Virginia,Southeast,Private,City,2178,0,1,10,4,0,76,5,1,46,100,77
Midway College,Yes,54,22150,Kentucky,Southeast,Private,Rural,1247,0,1,7,4,0,79,7,0,34,100,82
Jarvis Christian College,Yes,,11369,Texas,Southwest,Private,Rural,609,0,0,88,7,0,4,0,0,5,98,89
Bethany College,Yes,49,25736,West Virginia,Southeast,Private,Rural,693,0,0,19,3,0,59,15,1,39,100,89
Culver-Stockton College,Yes,59,23300,Missouri,Plains,Private,Rural,830,0,0,12,4,1,80,0,2,38,100,98
William Woods University,Yes,75,20650,Missouri,Plains,Private,Town,1002,0,1,3,1,0,84,10,0,45,100,64
Eureka College,Yes,68,20060,Illinois,Great Lakes,Private,Town,692,0,1,5,3,0,84,4,0,43,100,87
Barton College,Yes,42,25396,North Carolina,Southeast,Private,Town,1057,1,1,25,4,0,59,6,2,41,100,80
Hope International University,Yes,47,26050,California,Far West,Private,Suburb,925,0,5,8,16,1,45,11,1,27,98,86
Milligan College,Yes,68,27916,Tennessee,Southeast,Private,Suburb,973,1,1,4,4,0,86,0,3,52,98,58
Point University,Yes,54,17400,Georgia,Southeast,Private,Town,1439,0,0,39,3,0,39,14,0,33,95,89
Kentucky Christian University,Yes,51,17418,Kentucky,Southeast,Private,Town,559,1,0,11,1,0,69,14,1,18,100,83
Mid-Atlantic Christian University,Yes,41,12160,North Carolina,Southeast,Private,Town,162,1,1,25,4,0,69,0,0,30,100,94
Lane College,Yes,49,9180,Tennessee,Southeast,Private,City,1554,0,0,100,0,0,0,0,0,20,99,94
Texas College,Yes,,10008,Texas,Southwest,Private,City,971,0,0,86,10,0,3,0,1,4,95,77
Miles College,Yes,,11454,Alabama,Southeast,Private,Suburb,1666,0,0,97,1,0,2,0,0,6,99,90
Calvin College,Yes,70,28250,Michigan,Great Lakes,Private,City,3959,0,4,3,3,0,75,2,10,57,100,56
Dordt College,Yes,75,26540,Iowa,Plains,Private,Town,1376,0,1,2,2,3,82,2,9,54,100,78
Elizabethtown College,Yes,70,38200,Pennsylvania,Mid East,Private,Suburb,1844,0,2,2,3,0,88,0,4,71,99,77
Bridgewater College,Yes,55,29090,Virginia,Southeast,Private,Suburb,1848,0,1,9,3,0,79,3,1,52,100,73
Manchester University,Yes,71,27920,Indiana,Great Lakes,Private,Town,1199,0,4,5,5,0,81,1,2,40,100,97
McPherson College,Yes,87,22891,Kansas,Plains,Private,Town,637,0,1,14,8,0,72,0,2,43,95,83
Warner Pacific College,Yes,53,19770,Oregon,Far West,Private,City,503,0,5,9,11,2,59,6,0,23,93,88
Mid-America Christian University,Yes,,15688,Oklahoma,Southwest,Private,City,2407,5,1,29,7,0,53,3,0,14,99,76
Anderson University,Yes,55,26280,Indiana,Great Lakes,Private,City,2016,0,1,9,2,0,77,6,3,45,100,72
Lee University,Yes,92,13750,Tennessee,Southeast,Private,City,4550,0,1,5,4,0,76,9,4,35,94,48
Warner University,Yes,34,18430,Florida,Southeast,Private,Rural,1043,0,1,40,12,0,43,1,2,26,99,87
The University of Findlay,Yes,68,29798,Ohio,Great Lakes,Private,Town,3872,0,1,3,2,0,82,3,7,44,100,80
Point Loma Nazarene University,Yes,67,30356,California,Far West,Private,City,2556,1,6,3,20,1,62,2,0,62,93,64
Trevecca Nazarene University,Yes,77,22330,Tennessee,Southeast,Private,City,1492,1,1,13,2,0,64,17,1,36,99,97
Eastern Nazarene College,Yes,56,27922,Massachusetts,New England,Private,Suburb,1321,0,2,21,11,0,59,2,2,41,100,80
MidAmerica Nazarene University,Yes,72,22290,Kansas,Plains,Private,Suburb,1438,1,2,11,4,0,68,13,0,41,99,76
Southern Nazarene University,Yes,,22044,Oklahoma,Southwest,Private,Suburb,1743,6,3,15,6,0,65,2,4,33,100,67
Northwest Nazarene University,Yes,62,26550,Idaho,Rocky Mountains,Private,Suburb,1488,0,1,2,7,0,76,10,2,32,100,74
Olivet Nazarene University,Yes,82,29890,Illinois,Great Lakes,Private,Suburb,3335,0,3,12,5,0,78,0,1,49,100,75
Mount Vernon Nazarene University,Yes,63,23690,Ohio,Great Lakes,Private,Town,1829,0,0,5,2,0,83,6,0,49,100,81
Lipscomb University,Yes,53,26094,Tennessee,Southeast,Private,City,2890,0,3,9,4,0,75,6,2,44,100,50
Oklahoma Christian University,Yes,63,18800,Oklahoma,Southwest,Private,City,1962,2,3,4,2,0,89,0,0,28,99,58
Amridge University,Yes,,6870,Alabama,Southeast,Private,City,322,0,0,40,1,0,30,28,0,0,100,100
Faulkner University,Yes,,18230,Alabama,Southeast,Private,City,2617,1,1,46,2,0,46,2,1,11,99,79
Abilene Christian University,Yes,49,28350,Texas,Southwest,Private,City,3727,0,1,8,11,0,69,2,4,37,99,58
Lubbock Christian University,Yes,95,18740,Texas,Southwest,Private,City,1531,1,1,8,19,0,71,0,1,30,99,89
Ohio Valley University,Yes,36,18750,West Virginia,Southeast,Private,City,410,0,1,7,3,0,72,8,7,22,99,78
Pepperdine University,Yes,37,44902,California,Far West,Private,Suburb,3538,1,11,7,12,0,43,12,10,70,72,50
Rochester College,Yes,66,19920,Michigan,Great Lakes,Private,Suburb,1117,0,2,14,2,0,52,26,2,19,100,96
Harding University,Yes,76,16170,Arkansas,Southeast,Private,Town,4428,1,1,5,2,0,83,0,6,40,98,58
Freed-Hardeman University,Yes,92,20468,Tennessee,Southeast,Private,Town,1385,0,0,15,1,0,75,5,2,38,100,66
Southwestern Christian College,Yes,,7620,Texas,Southwest,Private,Town,172,0,0,87,4,1,1,0,8,,99,48
York College,Yes,49,15600,Nebraska,Plains,Private,Town,459,2,1,14,7,0,72,3,1,18,91,68
Bethel University,Yes,51,15714,Tennessee,Southeast,Private,Town,5124,0,0,36,1,0,52,9,1,11,94,84
Liberty University,Yes,22,20768,Virginia,Southeast,Private,City,47464,0,1,18,2,0,45,29,3,27,95,66
North Park University,Yes,52,23350,Illinois,Great Lakes,Private,City,2204,0,6,10,15,0,51,11,4,39,99,78
Trinity International University-Illinois,Yes,94,26830,Illinois,Great Lakes,Private,Suburb,906,0,7,11,5,0,58,12,6,35,100,94
Trinity International University-Florida,Yes,,,Florida,Southeast,Private,Suburb,258,0,1,37,44,0,15,3,0,,,
Augsburg College,Yes,61,33209,Minnesota,Plains,Private,City,2716,1,6,9,4,0,62,12,2,47,99,86
California Lutheran University,Yes,48,35720,California,Far West,Private,City,2888,1,6,4,23,1,48,4,12,61,98,59
Trinity Lutheran College,Yes,96,27042,Washington,Far West,Private,City,194,1,6,14,16,2,54,1,6,79,100,74
Muhlenberg College,Yes,46,42755,Pennsylvania,Mid East,Private,City,2448,0,3,3,5,0,76,10,1,81,91,48
Grand View University,Yes,95,22628,Iowa,Plains,Private,City,2096,0,3,7,3,0,74,8,2,28,100,81
Augustana College,Yes,68,28630,South Dakota,Plains,Private,City,1697,0,1,2,2,0,86,0,8,48,100,64
Augustana College,Yes,59,35835,Illinois,Great Lakes,Private,City,2524,0,2,4,6,0,77,2,2,74,99,66
Lenoir-Rhyne University,Yes,68,29310,North Carolina,Southeast,Private,City,1491,0,2,12,4,0,70,8,2,40,99,71
Pacific Lutheran University,Yes,77,34740,Washington,Far West,Private,Suburb,3142,1,6,3,7,1,70,2,5,55,99,64
Capital University,Yes,76,31990,Ohio,Great Lakes,Private,Suburb,2788,0,2,9,3,0,79,3,1,52,100,84
Carthage College,Yes,70,34850,Wisconsin,Great Lakes,Private,Suburb,2902,0,1,5,4,0,76,12,0,54,100,91
Concordia College at Moorhead,Yes,80,32814,Minnesota,Plains,Private,Suburb,2531,1,2,2,2,0,83,6,4,62,100,73
Roanoke College,Yes,73,36597,Virginia,Southeast,Private,Suburb,2029,0,1,5,3,0,84,0,2,58,100,71
Susquehanna University,Yes,72,38780,Pennsylvania,Mid East,Private,Town,2187,0,1,5,5,0,82,1,2,71,98,71
Wartburg College,Yes,78,34250,Iowa,Plains,Private,Town,1714,0,1,6,2,0,78,1,9,59,99,71
St Olaf College,Yes,59,40700,Minnesota,Plains,Private,Town,3125,0,5,1,4,0,78,1,6,83,93,55
Midland University,Yes,68,27146,Nebraska,Plains,Private,Town,1192,0,1,5,3,1,70,12,2,41,100,84
Newberry College,Yes,59,23800,South Carolina,Southeast,Private,Town,1039,1,1,26,4,0,61,2,3,27,100,95
Thiel College,Yes,66,26802,Pennsylvania,Mid East,Private,Town,1100,0,4,7,2,0,70,15,0,27,92,83
Gustavus Adolphus College,Yes,63,39120,Minnesota,Plains,Private,Town,2449,0,4,2,3,0,83,1,4,81,99,72
Finlandia University,Yes,59,20480,Michigan,Great Lakes,Private,Town,525,1,1,4,4,1,73,7,6,31,97,71
Luther College,Yes,72,37530,Iowa,Plains,Private,Town,2466,0,2,2,3,0,85,1,6,67,100,68
Bethany College,Yes,59,23305,Kansas,Plains,Private,Town,665,1,1,12,11,0,64,7,0,27,98,82
Seattle Pacific University,Yes,72,33813,Washington,Far West,Private,City,3366,0,10,3,7,0,66,4,3,54,97,70
Roberts Wesleyan College,Yes,73,27364,New York,Mid East,Private,Suburb,1315,0,1,13,5,0,73,1,3,53,100,83
Spring Arbor University,Yes,65,23400,Michigan,Great Lakes,Private,Suburb,2968,1,1,13,3,0,74,6,1,30,100,79
Greenville College,Yes,66,23612,Illinois,Great Lakes,Private,Town,1129,0,1,8,4,0,75,6,4,41,98,77
Central Christian College of Kansas,Yes,50,14800,Kansas,Plains,Private,Town,1037,1,1,14,7,1,64,10,2,27,93,74
Welch College,Yes,,12842,Tennessee,Southeast,Private,City,338,0,1,8,2,0,81,0,7,16,100,72
Guilford College,Yes,68,32470,North Carolina,Southeast,Private,City,2302,0,3,24,5,0,61,1,2,49,99,70
Malone University,Yes,72,25678,Ohio,Great Lakes,Private,City,1656,0,1,7,3,0,85,1,1,46,100,81
Wilmington College,Yes,46,28190,Ohio,Great Lakes,Private,Rural,1169,0,0,8,0,0,80,6,1,33,100,90
Earlham College,Yes,64,41450,Indiana,Great Lakes,Private,Town,1064,1,3,12,5,0,55,4,19,59,97,63
George Fox University,Yes,75,31120,Oregon,Far West,Private,Town,2384,1,4,2,5,1,71,8,5,52,99,74
William Penn University,Yes,58,23210,Iowa,Plains,Private,Town,1728,0,1,13,7,0,70,3,3,17,100,95
The King’s College,Yes,71,31300,New York,Mid East,Private,City,516,0,3,3,8,0,78,0,3,57,100,57
Grace University,Yes,58,18256,Nebraska,Plains,Private,City,410,1,3,9,9,0,76,1,0,23,100,69
Belmont University,Yes,80,27380,Tennessee,Southeast,Private,City,5506,0,2,4,4,0,81,5,1,56,87,75
Cornerstone University,Yes,68,24168,Michigan,Great Lakes,Private,City,2200,0,1,13,4,0,79,0,1,30,98,91
Palm Beach Atlantic University,Yes,84,25532,Florida,Southeast,Private,City,2887,0,3,14,13,0,59,4,4,40,100,62
LeTourneau University,Yes,41,25740,Texas,Southwest,Private,City,2305,0,1,9,9,0,59,14,4,34,99,60
The Master's College and Seminary,Yes,61,28800,California,Far West,Private,Suburb,1112,0,9,4,10,1,62,4,5,48,99,62
Trinity Christian College,Yes,90,24435,Illinois,Great Lakes,Private,Suburb,1333,1,2,10,10,0,72,2,2,49,96,72
Messiah College,Yes,66,30470,Pennsylvania,Mid East,Private,Suburb,2772,0,2,2,3,0,86,2,2,71,100,69
Gordon College,Yes,41,33230,Massachusetts,New England,Private,Suburb,1710,0,3,3,7,0,79,1,4,58,99,79
Taylor University,Yes,88,28753,Indiana,Great Lakes,Private,Town,2146,0,3,2,3,0,86,0,4,65,99,57
Bryan College-Dayton,Yes,38,21150,Tennessee,Southeast,Private,Town,1573,0,1,6,1,0,83,6,1,54,91,57
American Jewish University,Yes,59,27900,California,Far West,Private,City,112,0,0,1,2,0,23,73,0,69,92,50
Michigan Jewish Institute,Yes,98,10700,Michigan,Great Lakes,Private,Suburb,1662,0,0,0,0,0,100,0,0,13,99,1
Gratz College,Yes,,,Pennsylvania,Mid East,Private,Suburb,11,0,1,1,2,0,42,53,0,,,
Brigham Young University-Provo,Yes,49,4850,Utah,Rocky Mountains,Private,City,27765,0,2,0,6,1,83,1,4,31,67,14
Brigham Young University-Idaho,Yes,100,3850,Idaho,Rocky Mountains,Private,Town,27692,0,1,1,5,1,77,1,7,22,71,27
Brigham Young University-Hawaii,Yes,36,4770,Hawaii,Far West,Private,Town,2882,0,5,0,5,7,34,0,40,28,78,19
Concordia University-Portland,Yes,56,27492,Oregon,Far West,Private,City,1388,2,3,14,6,1,49,23,1,36,99,72
Concordia University-Saint Paul,Yes,52,19700,Minnesota,Plains,Private,City,2206,0,5,10,3,0,69,7,2,30,99,80
Concordia University-Texas,Yes,47,25880,Texas,Southwest,Private,City,1531,1,2,17,22,0,46,11,1,18,97,68
Concordia University-Irvine,Yes,91,29630,California,Far West,Private,City,1944,0,5,5,14,0,53,16,3,54,100,68
Concordia University-Ann Arbor,Yes,54,23563,Michigan,Great Lakes,Private,City,584,1,1,10,2,0,71,11,0,14,100,89
Concordia University-Chicago,Yes,54,27598,Illinois,Great Lakes,Private,Suburb,1604,0,2,17,14,0,63,1,1,45,100,81
Concordia University-Wisconsin,Yes,70,25160,Wisconsin,Great Lakes,Private,Suburb,4363,1,2,13,2,0,68,6,4,34,99,80
Concordia College-New York,Yes,67,28095,New York,Mid East,Private,Suburb,887,0,3,22,22,0,36,1,14,28,94,76
Concordia University-Nebraska,Yes,72,24750,Nebraska,Plains,Private,Town,1508,0,1,4,3,0,83,5,2,42,100,73
Concordia College Alabama,Yes,,8090,Alabama,Southeast,Private,Town,600,0,0,95,1,0,1,0,3,10,100,100
Wagner College,Yes,70,39220,New York,Mid East,Private,City,1842,0,3,6,8,0,68,9,3,53,99,69
Wittenberg University,Yes,89,38030,Ohio,Great Lakes,Private,City,1959,0,1,7,3,0,81,2,2,59,99,72
Valparaiso University,Yes,80,33480,Indiana,Great Lakes,Private,Suburb,3251,0,2,6,7,0,68,2,12,58,92,57
Fresno Pacific University,Yes,78,25716,California,Far West,Private,City,2586,1,4,5,37,1,42,7,2,43,99,68
Tabor College,Yes,74,22730,Kansas,Plains,Private,Town,725,1,1,8,11,0,68,7,2,45,100,79
Goshen College,Yes,55,28500,Indiana,Great Lakes,Private,City,828,0,1,4,11,0,73,1,7,54,100,63
Eastern Mennonite University,Yes,65,29350,Virginia,Southeast,Private,City,1184,0,2,5,6,0,75,6,4,50,99,73
Bluffton University,Yes,53,28504,Ohio,Great Lakes,Private,Town,1053,0,1,6,3,0,85,3,1,52,100,97
Bethel College-Indiana,Yes,72,24970,Indiana,Great Lakes,Private,City,1655,0,0,12,5,0,78,0,1,47,100,83
Salem College,Yes,58,24566,North Carolina,Southeast,Private,City,979,0,3,24,6,0,58,6,1,61,99,79
Moravian College,Yes,80,35518,Pennsylvania,Mid East,Private,City,1553,0,1,4,8,0,81,3,1,70,99,88
Le Moyne-Owen College,Yes,23,10680,Tennessee,Southeast,Private,City,1023,0,0,99,0,0,0,0,0,6,94,80
Huston-Tillotson University,Yes,46,13494,Texas,Southwest,Private,City,926,0,0,73,18,0,5,1,3,10,97,87
California Institute of Integral Studies,No,,,California,Far West,Private,City,75,0,5,5,10,0,62,5,8,,,
Alliant International University,No,49,15816,California,Far West,Private,City,917,0,6,6,20,0,40,18,5,,75,75
Coleman University,No,100,20200,California,Far West,Private,City,532,0,9,6,12,1,34,5,33,100,90,55
Golden Gate University-San Francisco,No,,14400,California,Far West,Private,City,475,0,18,6,10,1,31,18,14,,,
Humphreys College-Stockton and Modesto Campuses,No,,11277,California,Far West,Private,City,757,1,8,15,41,0,29,6,0,52,73,68
Lincoln University,No,,10105,California,Far West,Private,City,116,0,5,2,1,0,10,0,82,0,22,22
Mills College,No,68,41494,California,Far West,Private,City,985,1,10,8,18,1,48,4,2,53,100,76
National University,No,,12096,California,Far West,Private,City,10074,1,9,11,24,1,43,5,3,15,41,40
Occidental College,No,42,46652,California,Far West,Private,City,2128,0,13,4,16,0,51,2,5,83,69,45
University of the Pacific,No,73,39810,California,Far West,Private,City,3877,1,32,3,15,0,36,4,5,40,91,56
University of Southern California,No,20,46298,California,Far West,Private,City,18445,0,19,5,12,0,34,5,21,78,67,34
Woodbury University,No,56,33150,California,Far West,Private,City,1357,0,9,4,27,0,39,0,18,19,79,73
Hawaii Pacific University,No,64,20180,Hawaii,Far West,Private,City,5582,0,16,5,12,2,29,4,14,19,95,46
Lewis & Clark College,No,63,41928,Oregon,Far West,Private,City,2126,2,6,2,8,0,63,11,7,67,90,74
Reed College,No,49,46010,Oregon,Far West,Private,City,1395,0,5,2,10,0,60,8,7,70,53,38
City University of Seattle,No,,14880,Washington,Far West,Private,City,1272,1,4,6,6,1,41,27,15,0,64,64
Antioch University-Seattle,No,79,20595,Washington,Far West,Private,City,230,2,3,6,3,1,68,13,0,,69,62
Remington College-Honolulu Campus,No,76,16950,Hawaii,Far West,Private,City,495,0,32,5,8,33,7,0,0,64,98,89
University of Chicago,No,9,47514,Illinois,Great Lakes,Private,City,5703,0,13,4,6,0,44,11,21,88,67,26
Columbia College-Chicago,No,91,22792,Illinois,Great Lakes,Private,City,9671,0,3,16,10,0,56,8,2,32,79,70
East-West University,No,,18795,Illinois,Great Lakes,Private,City,684,0,10,68,17,0,2,3,0,7,100,84
Illinois Institute of Technology,No,57,40117,Illinois,Great Lakes,Private,City,2926,0,6,4,7,0,26,10,46,32,100,50
National Louis University,No,99,15915,Illinois,Great Lakes,Private,City,1427,0,3,27,14,1,48,6,0,29,86,19
Robert Morris University Illinois,No,21,22800,Illinois,Great Lakes,Private,City,2781,0,3,29,25,0,38,1,2,76,97,81
Roosevelt University,No,79,26500,Illinois,Great Lakes,Private,City,3658,0,6,21,15,0,48,2,5,27,96,78
Shimer College,No,29,31527,Illinois,Great Lakes,Private,City,97,0,5,7,10,0,68,6,0,50,86,43
Butler University,No,66,34368,Indiana,Great Lakes,Private,City,4051,0,3,4,3,0,82,5,3,51,94,62
Martin University,No,,11960,Indiana,Great Lakes,Private,City,452,1,0,93,1,0,4,0,0,9,96,96
Case Western Reserve University,No,42,41800,Ohio,Great Lakes,Private,City,4661,0,14,5,4,0,49,9,17,65,88,47
Union Institute & University,No,,11904,Ohio,Great Lakes,Private,City,1241,1,1,23,19,1,43,9,0,25,90,90
Milwaukee School of Engineering,No,68,34470,Wisconsin,Great Lakes,Private,City,2459,0,3,2,4,0,73,6,9,39,97,75
Trine University-Regional/Non-Traditional Campuses,No,30,9840,Indiana,Great Lakes,Private,City,438,0,1,6,3,0,78,11,0,0,100,100
Teachers College at Columbia University,No,,,New York,Mid East,Private,City,0,0,7,8,9,4,40,15,16,,,
Gallaudet University,No,66,13800,District of Columbia,Mid East,Private,City,1077,0,3,10,12,0,60,4,7,16,88,40
George Washington University,No,33,47343,District of Columbia,Mid East,Private,City,10357,0,8,9,6,0,54,6,14,76,68,41
